-0.426025	-0.034668	0.947510	-1.778626	1.839695	3.480916	0.006269
-0.446533	-0.051025	0.961914	-1.488550	1.809160	4.190840	0.016133
-0.470703	-0.062500	0.968994	-1.702290	1.328244	3.129771	0.025686
-0.471924	-0.057617	0.997559	-1.435115	0.076336	1.801527	0.034816
-0.482910	-0.057861	1.000977	-2.068702	-1.496183	0.702290	0.044125
-0.458984	-0.057861	0.985596	-1.809160	-2.618321	0.229008	0.053280
-0.462158	-0.055420	0.976562	-0.870229	-4.625954	-0.038168	0.062628
-0.457520	-0.050537	0.963135	-0.442748	-6.206107	-0.862595	0.071833
-0.455078	-0.055664	0.944092	-1.015267	-6.450382	-2.557252	0.081429
-0.435059	-0.040039	0.937988	-3.824427	-5.106870	-4.671756	0.090558
-0.427002	-0.036865	0.948486	-6.870229	-2.038168	-7.045802	0.099799
-0.431885	-0.025391	0.949707	-8.389313	-0.664122	-7.687023	0.109178
-0.422607	-0.024902	0.959717	-9.076336	0.221374	-6.129771	0.118490
-0.419922	-0.043945	0.932861	-8.595420	0.610687	-4.229008	0.127715
-0.421631	-0.057861	0.933350	-7.480916	1.427481	-3.778626	0.137001
-0.433105	-0.050537	0.941162	-5.656489	1.893130	-3.938931	0.145953
-0.435303	-0.037109	0.944580	-3.763359	1.435115	-3.061069	0.155155
-0.420166	-0.020752	0.951172	-2.458015	0.893130	-0.946565	0.164512
-0.417236	-0.017822	0.945068	-1.709924	0.977099	1.633588	0.173668
-0.430176	-0.029297	0.950439	-1.251908	1.236641	3.160305	0.183174
-0.438965	-0.042236	0.960938	-0.801527	1.465649	3.572519	0.192464
-0.457031	-0.052734	0.972900	-0.961832	1.290076	2.885496	0.201675
-0.448242	-0.053711	0.977783	-1.274809	1.267176	1.687023	0.211081
-0.459961	-0.054932	0.986572	-1.595420	0.824427	0.977099	0.220333
-0.461182	-0.045410	0.989014	-1.900763	0.129771	0.427481	0.229742
-0.459961	-0.056396	0.984375	-1.671756	-1.389313	0.152672	0.239039
-0.468994	-0.066406	0.984619	-0.809160	-3.297710	-0.992366	0.248175
-0.453613	-0.047119	0.983398	-0.114504	-5.305344	-2.358779	0.257322
-0.446533	-0.045166	0.967773	-0.503817	-6.335878	-4.145038	0.266674
-0.435791	-0.032227	0.952637	-2.221374	-6.160305	-6.007634	0.275891
-0.421387	-0.022705	0.943604	-4.496183	-3.580153	-7.259542	0.285275
-0.402832	-0.015137	0.953125	-5.885496	-1.732824	-7.007634	0.294635
-0.402832	-0.016357	0.953613	-6.427481	-0.748092	-5.167939	0.303921
-0.411133	-0.022949	0.938965	-6.038168	1.038168	-3.595420	0.313000
-0.422363	-0.039795	0.952393	-6.007634	2.419847	-2.877863	0.322170
-0.427734	-0.032959	0.969727	-4.541985	2.526718	-2.229008	0.331653
-0.425049	-0.014160	0.953857	-3.312977	2.297710	-0.786260	0.340963
-0.421875	-0.018555	0.963379	-3.068702	2.366412	1.244275	0.350032
-0.427002	-0.017578	0.964844	-2.793893	2.587786	2.961832	0.359497
-0.451660	-0.032959	0.958984	-2.557252	2.801527	4.114504	0.368946
-0.449707	-0.051514	0.972656	-2.381679	2.694656	4.259542	0.378661
-0.468018	-0.049805	1.003662	-2.267176	1.748092	3.351145	0.387932
-0.468994	-0.052002	1.015869	-2.625954	1.923664	3.885496	0.397215
-0.472168	-0.052002	1.002930	-3.458015	-1.946565	0.801527	0.406525
-0.463867	-0.055420	0.999268	-3.511450	-3.083969	0.221374	0.415781
-0.455566	-0.053711	0.965576	-2.167939	-4.923664	-0.603053	0.425272
-0.457275	-0.055908	0.961182	-0.748092	-6.572519	-1.748092	0.434622
-0.434814	-0.041016	0.953369	-0.885496	-7.633588	-2.709924	0.443874
-0.428223	-0.042969	0.937012	-1.809160	-7.091603	-3.809160	0.453195
-0.413086	-0.024658	0.922363	-4.106870	-5.137405	-5.190840	0.462308
-0.412354	-0.022217	0.934814	-6.290076	-1.725191	-6.190840	0.471619
-0.409668	-0.016846	0.945557	-7.389313	0.801527	-5.267176	0.482974
-0.412598	-0.034668	0.941895	-7.000000	1.725191	-3.717557	0.492353
-0.426758	-0.044678	0.952637	-5.732824	2.045802	-2.770992	0.501639
-0.426025	-0.048096	0.950928	-4.198473	2.687023	-2.267176	0.510928
-0.432373	-0.034668	0.954590	-3.328244	2.984733	-1.618321	0.520124
-0.423096	-0.016846	0.958496	-2.770992	3.648855	0.137405	0.529507
-0.436768	-0.020020	0.961670	-2.793893	3.580153	2.290076	0.538843
-0.437012	-0.029297	0.965088	-2.984733	3.282443	4.099237	0.548219
-0.457031	-0.042725	0.962402	-3.412214	3.610687	4.419847	0.557398
-0.469727	-0.059326	0.991455	-3.694656	3.007634	3.076336	0.566519
-0.471680	-0.066406	0.992676	-3.816794	2.068702	0.961832	0.576404
-0.468506	-0.052979	0.994385	-3.656489	0.824427	-0.625954	0.586521
-0.469727	-0.045654	1.000000	-3.564885	-1.114504	-0.221374	0.596543
-0.457764	-0.042969	0.995117	-2.694656	-3.786260	0.702290	0.605882
-0.459961	-0.078125	0.981445	-1.473282	-5.557252	0.526718	0.615125
-0.454346	-0.062500	0.965088	-0.717557	-7.427481	-0.809160	0.624434
-0.437012	-0.053467	0.945801	-1.114504	-7.083969	-2.977099	0.633855
-0.418457	-0.038086	0.930664	-2.320611	-5.580153	-5.320611	0.643151
-0.413574	-0.019287	0.941895	-4.458015	-3.068702	-5.854962	0.652738
-0.395020	-0.007324	0.940918	-6.541985	-0.083969	-4.938931	0.662047
-0.415527	-0.028320	0.953125	-7.259542	2.038168	-5.824427	0.671572
-0.420898	-0.033936	0.964111	-6.312977	3.038168	-3.099237	0.681234
-0.435303	-0.040039	0.973633	-4.541985	2.633588	-2.236641	0.690161
-0.426025	-0.029297	0.971680	-3.389313	2.061069	-1.328244	0.699016
-0.426025	-0.023438	0.961182	-3.022901	2.274809	-0.022901	0.707943
-0.433105	-0.022705	0.967529	-3.068702	2.106870	1.305344	0.717313
-0.440186	-0.019043	0.957520	-3.274809	2.603053	2.137405	0.726600
-0.438477	-0.032227	0.972900	-3.946565	2.748092	2.824427	0.735892
-0.465820	-0.056396	0.970703	-4.916031	2.770992	2.381679	0.745218
-0.460938	-0.061035	0.983154	-4.786260	1.885496	0.748092	0.754347
-0.466309	-0.056641	0.970215	-4.603053	1.183206	-1.083969	0.765260
-0.462891	-0.047607	1.001465	-3.870229	-0.916031	-1.083969	0.776956
-0.478027	-0.059326	1.000244	-1.374046	-5.122137	-0.778626	0.788667
-0.462158	-0.060547	0.975342	0.099237	-8.328244	-2.045802	0.800134
-0.435303	-0.037842	0.938965	-0.351145	-9.137405	-3.740458	0.811642
-0.407715	-0.024902	0.918457	-3.122137	-6.412214	-4.923664	0.823161
-0.409180	-0.019043	0.928223	-6.244275	-1.801527	-5.946565	0.835054
-0.415527	-0.018311	0.941650	-7.900763	1.083969	-5.076336	0.846804
-0.419922	-0.040283	0.942627	-7.061069	2.335878	-4.030534	0.858268
-0.429932	-0.040039	0.952637	-4.603053	2.641221	-2.824427	0.870014
-0.432861	-0.041016	0.959473	-3.038168	2.450382	-1.465649	0.881716
-0.420654	-0.019287	0.948242	-2.488550	2.480916	0.328244	0.893026
-0.425781	-0.032715	0.948975	-2.503817	3.534351	2.534351	0.904843
-0.443115	-0.035400	0.940918	-2.656489	3.709924	3.450382	0.916627
-0.468018	-0.045898	0.990234	-3.206107	3.274809	2.770992	0.928491
-0.479736	-0.053711	1.008789	-3.847328	1.465649	1.557252	0.939904
-0.475830	-0.060791	1.007324	-3.251908	-1.694656	0.740458	0.951592
-0.475342	-0.065918	0.987061	-2.137405	-4.496183	-0.343511	0.962813
-0.464355	-0.057129	0.985840	-0.312977	-7.496183	-1.648855	0.974452
-0.449219	-0.050781	0.945068	0.045802	-8.106870	-2.763359	0.986126
-0.429688	-0.044189	0.921387	-0.587786	-6.450382	-4.526718	0.997529
-0.423340	-0.017090	0.940186	-1.778626	-3.755725	-5.526718	1.009400
-0.411133	-0.005371	0.959473	-3.610687	-1.259542	-5.099237	1.021095
-0.414795	-0.020020	0.968994	-5.534351	0.641221	-4.381679	1.032835
-0.417480	-0.022705	0.980225	-5.328244	0.877863	-3.473282	1.044276
-0.424316	-0.012451	0.989746	-5.122137	0.801527	-2.091603	1.055821
-0.417725	-0.014160	0.964844	-5.580153	0.984733	-0.221374	1.067399
-0.409668	-0.016113	0.946045	-5.679389	2.274809	1.412214	1.079100
-0.417480	-0.029297	0.939453	-5.816794	3.465649	2.916031	1.090798
-0.438965	-0.046875	0.946533	-5.366412	4.763359	3.679389	1.102179
-0.461426	-0.061523	0.971924	-4.282443	4.175573	2.618321	1.113937
-0.480957	-0.056152	0.997314	-3.687023	2.137405	1.465649	1.125739
-0.488037	-0.061768	1.023438	-2.938931	-1.206107	0.923664	1.137239
-0.483887	-0.067383	1.000244	-0.916031	-5.526718	-0.083969	1.148795
-0.463135	-0.060303	0.955322	0.648855	-8.045802	-1.549618	1.160308
-0.434814	-0.052734	0.939697	1.297710	-8.274809	-2.870229	1.171968
-0.422363	-0.025391	0.936279	-0.068702	-7.167939	-4.045802	1.183547
-0.407715	-0.011475	0.946533	-4.870229	-3.511450	-5.824427	1.195038
-0.410400	-0.002930	0.963135	-8.312977	-0.320611	-5.938931	1.205029
-0.412109	-0.016357	0.953369	-9.465649	0.877863	-4.259542	1.215115
-0.420898	-0.038818	0.961182	-7.580153	0.648855	-2.473282	1.225539
-0.423828	-0.044189	0.943848	-5.694656	1.137405	-1.870229	1.235887
-0.425537	-0.029053	0.949463	-4.877863	1.595420	-1.030534	1.246475
-0.410156	-0.015869	0.926270	-3.679389	2.251908	0.824427	1.256968
-0.414795	-0.022461	0.922607	-2.946565	3.213740	3.381679	1.267312
-0.442871	-0.055420	0.941650	-1.893130	3.763359	4.694656	1.277904
-0.438232	-0.059082	0.961670	-0.702290	3.320611	3.618321	1.288114
-0.471191	-0.060059	0.999756	-1.091603	2.404580	2.312977	1.298164
-0.478760	-0.043945	1.009521	-2.030534	0.793893	1.076336	1.308474
-0.475830	-0.055420	1.009033	-2.526718	-0.923664	0.427481	1.318593
-0.471191	-0.056152	0.980469	-2.458015	-2.183206	-0.351145	1.329024
-0.454346	-0.063232	0.972900	-0.809160	-3.832061	-0.847328	1.339134
-0.458984	-0.063477	0.957275	1.396947	-6.480916	-1.610687	1.349159
-0.438965	-0.056885	0.945068	1.366412	-7.083969	-3.488550	1.359358
-0.432129	-0.026611	0.931885	-0.786260	-5.877863	-5.358779	1.369493
-0.409180	-0.012207	0.933105	-3.664122	-2.938931	-6.122137	1.379710
-0.409668	-0.008545	0.952881	-5.641221	-0.603053	-5.442748	1.389945
-0.418945	-0.016846	0.965332	-6.396947	0.885496	-3.793893	1.399946
-0.426514	-0.037109	0.966064	-6.396947	1.877863	-2.832061	1.410203
-0.429688	-0.039307	0.982422	-5.809160	2.007634	-2.083969	1.420247
-0.421631	-0.035156	0.967773	-5.038168	1.740458	-0.732824	1.430578
-0.421387	-0.023926	0.954590	-3.977099	1.625954	0.702290	1.440699
-0.419678	-0.023682	0.951660	-3.816794	2.442748	1.984733	1.450638
-0.429688	-0.031494	0.956787	-4.190840	3.580153	2.702290	1.460991
-0.444824	-0.032227	0.985840	-4.679389	3.664122	2.923664	1.471000
-0.461670	-0.055176	0.993164	-5.343511	2.862595	2.572519	1.481083
-0.472168	-0.055420	1.009766	-5.068702	1.183206	1.496183	1.491259
-0.477783	-0.064453	0.998535	-4.000000	-1.045802	0.427481	1.501236
-0.454590	-0.057129	0.990723	-1.870229	-1.992366	-0.259542	1.511366
-0.468750	-0.056152	0.977295	0.312977	-6.916031	-0.832061	1.521559
-0.453369	-0.053223	0.958252	1.030534	-8.770992	-1.458015	1.531624
-0.431396	-0.041992	0.925049	0.015267	-8.259542	-3.549618	1.541770
-0.415771	-0.022949	0.925049	-3.053435	-5.244275	-5.809160	1.551900
-0.403564	-0.014893	0.930176	-5.732824	-1.908397	-6.122137	1.561956
-0.399902	-0.015137	0.946777	-6.801527	0.679389	-4.671756	1.571963
-0.414551	-0.035889	0.965576	-6.931298	2.786260	-3.648855	1.582448
-0.435059	-0.046143	0.963867	-5.969466	2.923664	-3.145038	1.592491
-0.432373	-0.035156	0.961182	-4.007634	2.190840	-2.190840	1.602874
-0.418945	-0.021729	0.944580	-2.954198	2.160305	-0.389313	1.613048
-0.419434	-0.028076	0.937500	-2.320611	3.083969	1.374046	1.623238
-0.425293	-0.041748	0.938477	-2.007634	4.167939	2.221374	1.633355
-0.441650	-0.037354	0.963867	-1.908397	4.679389	2.557252	1.643646
-0.459961	-0.026123	0.999756	-2.748092	4.000000	2.702290	1.653718
-0.472168	-0.039551	1.001709	-3.152672	2.038168	2.282443	1.663887
-0.478027	-0.044189	0.998047	-3.503817	-0.251908	2.022901	1.673981
-0.468018	-0.062744	0.981201	-3.435115	-2.129771	1.160305	1.683844
-0.466553	-0.071045	0.956543	-1.748092	-3.381679	-0.335878	1.694001
-0.460449	-0.071045	0.944580	0.625954	-4.648855	-1.312977	1.704508
-0.454102	-0.052002	0.944336	1.900763	-7.809160	-2.618321	1.714542
-0.439453	-0.033447	0.925293	0.809160	-5.488550	-3.984733	1.724778
-0.419434	-0.016357	0.908936	-1.366412	-3.412214	-5.229008	1.734871
-0.427246	-0.022217	0.951660	-3.564885	-1.480916	-5.297710	1.745150
-0.430908	-0.020264	0.971680	-4.007634	-0.824427	-5.366412	1.755369
-0.432617	-0.033203	0.977295	-3.954198	-0.564885	-4.916031	1.765374
-0.435303	-0.041748	0.960449	-3.839695	-0.236641	-4.633588	1.775525
-0.430664	-0.032959	0.961670	-3.648855	1.236641	-3.389313	1.785840
-0.431641	-0.021973	0.960205	-3.473282	1.519084	-2.061069	1.795672
-0.430176	-0.018555	0.959961	-3.419847	2.526718	-0.496183	1.805870
-0.423096	-0.022705	0.958496	-3.320611	3.068702	0.992366	1.816039
-0.432373	-0.019775	0.972412	-3.404580	3.587786	2.099237	1.825992
-0.440918	-0.029297	0.979492	-4.732824	3.687023	2.610687	1.836369
-0.467041	-0.043945	0.998291	-4.633588	3.885496	2.229008	1.846444
-0.465820	-0.049316	1.001953	-3.900763	-0.763359	1.480916	1.856837
-0.460205	-0.051514	0.981689	-2.549618	-2.923664	0.786260	1.867235
-0.457764	-0.048828	0.975830	-0.816794	-4.580153	0.328244	1.877578
-0.446289	-0.050537	0.955322	0.603053	-5.412214	-0.206107	1.888076
-0.441650	-0.047363	0.945801	1.183206	-5.595420	-1.114504	1.898023
-0.443359	-0.038330	0.945557	0.671756	-5.358779	-2.900763	1.908350
